interaction_id,customer_id,fecha_interaccion,hora_interaccion,canal_contacto,motivo,transcripcion,sentimiento,puntaje_positivo,puntaje_negativo,puntaje_neutro,estrellas,resuelto,tiempo_espera_seg,duracion_minutos,agente
INT-01105,XFC-00504,2023-08-18,15:24,Chat App,Problema con app/web,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7851,0.0913,0.1236,5,True,151,4.5,Miguel A.
INT-01106,XFC-00504,2025-12-10,17:09,WhatsApp,Consulta sobre producto,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.1611,0.2744,0.5645,3,False,198,13.7,Miguel A.
INT-01107,XFC-04567,2025-10-21,16:43,Llamada,Reclamo de precio,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.2537,0.1337,0.6126,3,True,99,11.1,Luis F.
INT-01108,XFC-04567,2025-06-28,13:49,Llamada,Consulta sobre producto,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7173,0.0759,0.2068,4,True,10,3.5,Carmen S.
INT-01109,XFC-04394,2025-08-22,08:44,Llamada,Seguimiento de pedido,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7843,0.0746,0.1411,5,True,230,9.1,Luis F.
INT-01110,XFC-04394,2025-07-11,20:11,Chat App,Problema con seguro/ARS,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0621,0.5872,0.3507,2,True,71,7.5,María P.
INT-01111,XFC-04394,2025-09-11,11:30,Llamada,Cambio de medicamento,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.5873,0.0446,0.3681,5,True,124,6.5,Rosa G.
INT-01112,XFC-04394,2025-08-05,09:52,WhatsApp,Problema con app/web,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.2595,0.2246,0.5159,3,True,196,7.5,Rosa G.
INT-01113,XFC-07535,2025-12-31,19:31,Email,Retraso en delivery,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0501,0.7316,0.2183,1,False,204,13.8,Miguel A.
INT-01114,XFC-01854,2025-12-08,15:42,Llamada,Retraso en delivery,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.1387,0.7116,0.1497,2,True,11,6.2,Rosa G.
INT-01115,XFC-01854,2025-10-31,11:13,Llamada,Reclamo de precio,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6689,0.0824,0.2487,4,True,34,6.1,María P.
INT-01116,XFC-01854,2025-01-05,12:49,Llamada,Cambio de medicamento,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6592,0.0314,0.3094,5,True,204,8.2,Yolanda T.
INT-01117,XFC-01112,2024-02-11,16:45,Email,Reclamo de precio,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.5865,0.0256,0.3879,5,True,84,3.6,Ana M.
INT-01118,XFC-01112,2023-12-31,20:40,Llamada,Queja de atención en sucursal,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7082,0.0948,0.197,5,True,121,8.8,Pedro D.
INT-01119,XFC-04524,2025-08-17,08:12,Llamada,Error en facturación,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0489,0.5866,0.3645,1,False,10,10.4,Miguel A.
INT-01120,XFC-04524,2025-12-04,15:01,Llamada,Consulta de horarios,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6058,0.0836,0.3106,4,True,115,5.9,Miguel A.
INT-01121,XFC-00438,2024-11-17,18:55,Email,Retraso en delivery,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.4319,0.1442,0.4239,3,True,34,9.0,Luis F.
INT-01122,XFC-00438,2025-07-26,11:45,Llamada,Queja de atención en sucursal,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2383,0.1225,0.6392,3,True,25,11.4,Rosa G.
INT-01123,XFC-00438,2025-01-03,11:28,Llamada,Reclamo de precio,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7206,0.0596,0.2198,4,True,126,6.9,José L.
INT-01124,XFC-06102,2025-11-25,07:11,Llamada,Cambio de medicamento,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.087,0.2834,0.6296,3,True,97,12.9,Luis F.
INT-01125,XFC-03570,2025-05-01,17:38,Llamada,Problema con seguro/ARS,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0559,0.7177,0.2264,2,False,55,9.6,Rosa G.
INT-01126,XFC-03570,2025-05-16,08:00,WhatsApp,Problema con seguro/ARS,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.5574,0.0412,0.4014,5,True,63,17.6,Rosa G.
INT-01127,XFC-03104,2025-05-24,18:26,WhatsApp,Retraso en delivery,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.0711,0.9236,0.0053,2,False,215,7.4,María P.
INT-01128,XFC-03104,2025-10-20,09:03,Llamada,Solicitud de reabastecimiento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.8824,0.0345,0.0831,4,True,297,6.4,María P.
INT-01129,XFC-05506,2025-01-06,13:13,Llamada,Problema con seguro/ARS,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7136,0.0679,0.2185,4,True,181,3.0,Luis F.
INT-01130,XFC-05506,2025-07-24,19:30,WhatsApp,Devolución de producto,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6868,0.089,0.2242,4,True,16,3.5,Carlos R.
INT-01131,XFC-07677,2025-12-31,09:04,Email,Solicitud de reabastecimiento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6918,0.0839,0.2243,5,True,358,3.3,Luis F.
INT-01132,XFC-07677,2025-12-31,15:47,WhatsApp,Problema con seguro/ARS,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0469,0.5906,0.3625,2,True,52,4.3,Miguel A.
INT-01133,XFC-05229,2024-05-24,11:25,Email,Reclamo de precio,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.1326,0.822,0.0454,2,True,460,3.6,Pedro D.
INT-01134,XFC-05229,2023-11-07,15:18,Llamada,Cambio de medicamento,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.3976,0.1141,0.4883,3,True,110,4.7,José L.
INT-01135,XFC-05229,2024-12-29,11:56,Llamada,Consulta de horarios,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.5864,0.0561,0.3575,5,True,239,10.9,Pedro D.
INT-01136,XFC-05229,2025-08-15,11:12,WhatsApp,Medicamento agotado,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.1714,0.286,0.5426,3,True,185,11.6,Carlos R.
INT-01137,XFC-01438,2023-06-24,09:21,Llamada,Error en facturación,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8726,0.0203,0.1071,5,True,52,12.1,Ana M.
INT-01138,XFC-01438,2025-01-15,08:23,Llamada,Error en facturación,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.1084,0.7386,0.153,1,False,106,8.7,Carlos R.
INT-01139,XFC-01438,2023-07-06,11:02,Llamada,Medicamento agotado,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0349,0.7899,0.1752,1,True,89,4.8,Carmen S.
INT-01140,XFC-01438,2023-07-12,15:39,Llamada,Consulta sobre programa de lealtad,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.8709,0.0542,0.0749,5,True,60,9.6,Pedro D.
INT-01141,XFC-01438,2023-07-27,12:48,Chat App,Seguimiento de pedido,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6373,0.0638,0.2989,5,True,296,11.9,Luis F.
INT-01142,XFC-03140,2025-09-15,09:47,WhatsApp,Reclamo de precio,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.814,0.0825,0.1035,5,True,197,9.8,Ana M.
INT-01143,XFC-03140,2025-11-15,12:04,WhatsApp,Reclamo de precio,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2357,0.1528,0.6115,3,False,10,9.1,Yolanda T.
INT-01144,XFC-03874,2025-05-01,16:04,WhatsApp,Retraso en delivery,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.1385,0.8391,0.0224,1,False,248,12.9,Rosa G.
INT-01145,XFC-03238,2025-12-31,13:43,WhatsApp,Consulta de horarios,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7445,0.0427,0.2128,5,True,256,6.7,Carmen S.
INT-01146,XFC-04066,2025-12-22,12:32,WhatsApp,Consulta sobre producto,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6339,0.0825,0.2836,5,True,255,11.1,Ana M.
INT-01147,XFC-04066,2023-08-17,17:19,Chat App,Error en facturación,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.801,0.0288,0.1702,5,True,407,5.1,Rosa G.
INT-01148,XFC-04066,2024-01-06,14:14,Llamada,Problema con app/web,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.5959,0.0899,0.3142,4,True,63,9.0,Ana M.
INT-01149,XFC-00328,2024-10-23,19:49,WhatsApp,Seguimiento de pedido,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.165,0.1941,0.6409,3,True,12,3.7,Yolanda T.
INT-01150,XFC-00328,2025-06-06,10:37,WhatsApp,Solicitud de reabastecimiento,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.2259,0.1992,0.5749,3,True,307,10.5,Carlos R.
INT-01151,XFC-00328,2024-10-25,20:20,Email,Consulta sobre programa de lealtad,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.7021,0.0696,0.2283,5,True,31,6.1,José L.
INT-01152,XFC-00328,2025-03-05,17:06,WhatsApp,Medicamento agotado,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.1251,0.7646,0.1103,2,False,17,1.0,Carlos R.
INT-01153,XFC-06825,2024-01-13,10:12,Email,Retraso en delivery,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0869,0.7872,0.1259,1,True,408,9.0,Pedro D.
INT-01154,XFC-06825,2023-06-07,17:50,WhatsApp,Devolución de producto,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.2813,0.2963,0.4224,3,True,355,12.3,Yolanda T.
INT-01155,XFC-06825,2024-12-26,13:55,Llamada,Solicitud de reabastecimiento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7118,0.0924,0.1958,5,True,73,11.6,Pedro D.
INT-01156,XFC-06651,2025-07-13,07:08,Llamada,Queja de atención en sucursal,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2019,0.1605,0.6376,3,True,10,3.0,Pedro D.
INT-01157,XFC-07111,2024-04-08,17:32,Llamada,Seguimiento de pedido,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7181,0.0994,0.1825,5,True,10,12.7,Carmen S.
INT-01158,XFC-07111,2023-10-25,12:24,Email,Medicamento agotado,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7322,0.0436,0.2242,5,True,18,5.9,Carmen S.
INT-01159,XFC-07111,2023-11-30,20:55,Llamada,Reclamo de precio,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8872,0.0657,0.0471,4,True,49,8.3,María P.
INT-01160,XFC-07111,2023-12-04,10:54,Llamada,Queja de atención en sucursal,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0861,0.7521,0.1618,2,False,340,10.6,Carmen S.
INT-01161,XFC-07210,2025-12-31,08:57,Email,Consulta sobre producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.5551,0.0522,0.3927,5,True,61,9.2,Carmen S.
INT-01162,XFC-06434,2025-10-22,14:08,Llamada,Queja de atención en sucursal,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.2008,0.2542,0.545,3,False,108,10.6,Carmen S.
INT-01163,XFC-03126,2025-10-15,11:28,Llamada,Problema con seguro/ARS,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0437,0.6773,0.279,2,False,297,12.1,Pedro D.
INT-01164,XFC-03126,2025-08-11,16:14,WhatsApp,Queja de atención en sucursal,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.1281,0.8394,0.0325,1,False,147,10.4,Carmen S.
INT-01165,XFC-02813,2024-11-24,16:44,WhatsApp,Reclamo de precio,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8649,0.0747,0.0604,4,True,18,7.3,Pedro D.
INT-01166,XFC-06684,2025-08-09,12:37,Llamada,Devolución de producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8537,0.0934,0.0529,5,True,10,10.1,María P.
INT-01167,XFC-04779,2025-06-21,15:00,Email,Solicitud de reabastecimiento,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3241,0.2236,0.4523,3,True,236,9.2,Yolanda T.
INT-01168,XFC-04779,2024-09-21,20:46,WhatsApp,Problema con seguro/ARS,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.1284,0.7399,0.1317,1,True,107,10.8,Luis F.
INT-01169,XFC-06786,2025-04-24,12:48,Chat App,Consulta sobre producto,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.45,0.1479,0.4021,3,False,144,12.3,Pedro D.
INT-01170,XFC-02798,2025-04-18,14:04,Email,Consulta sobre programa de lealtad,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.6548,0.0991,0.2461,4,True,10,17.1,Pedro D.
INT-01171,XFC-03275,2025-12-31,18:00,Llamada,Consulta sobre programa de lealtad,Necesito información sobre el programa de lealtad.,NEUTRO,0.1865,0.2283,0.5852,3,True,363,1.0,María P.
INT-01172,XFC-03275,2025-12-31,12:23,Llamada,Devolución de producto,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.1333,0.2867,0.58,3,True,111,14.3,Rosa G.
INT-01173,XFC-03061,2023-10-10,09:00,Email,Problema con app/web,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.1992,0.2144,0.5864,3,True,96,3.8,Carlos R.
INT-01174,XFC-03061,2024-06-18,09:14,Email,Consulta de horarios,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6424,0.0851,0.2725,5,True,66,4.6,Carlos R.
INT-01175,XFC-03061,2025-06-26,10:29,Llamada,Problema con app/web,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.207,0.2225,0.5705,3,True,326,1.0,Carlos R.
INT-01176,XFC-03061,2024-09-19,18:47,Llamada,Problema con seguro/ARS,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.0763,0.8666,0.0571,1,False,183,13.1,Rosa G.
INT-01177,XFC-02675,2025-08-18,20:14,WhatsApp,Retraso en delivery,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6183,0.0315,0.3502,5,True,117,16.0,Ana M.
INT-01178,XFC-02675,2025-06-19,12:34,Llamada,Consulta sobre programa de lealtad,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8962,0.0663,0.0375,5,True,10,8.4,Carlos R.
INT-01179,XFC-02675,2025-08-03,18:50,WhatsApp,Queja de atención en sucursal,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6308,0.0534,0.3158,5,True,56,6.6,Carmen S.
INT-01180,XFC-02491,2025-06-20,13:15,Llamada,Retraso en delivery,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.0549,0.9117,0.0334,1,False,128,14.9,Carlos R.
INT-01181,XFC-02491,2025-06-24,09:22,Llamada,Problema con app/web,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.8033,0.0807,0.116,4,True,318,3.0,Miguel A.
INT-01182,XFC-02491,2024-11-08,11:46,WhatsApp,Devolución de producto,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7767,0.072,0.1513,5,True,44,7.0,Pedro D.
INT-01183,XFC-03548,2025-06-09,11:30,Llamada,Consulta sobre programa de lealtad,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6568,0.0964,0.2468,5,True,95,5.7,José L.
INT-01184,XFC-03548,2025-08-31,14:19,WhatsApp,Medicamento agotado,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.2244,0.2506,0.525,3,True,156,9.3,Carlos R.
INT-01185,XFC-04203,2025-01-24,18:39,Llamada,Consulta sobre programa de lealtad,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.2474,0.1313,0.6213,3,True,16,9.6,Pedro D.
INT-01186,XFC-04203,2025-10-29,17:23,Llamada,Consulta sobre programa de lealtad,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6134,0.0506,0.336,5,True,374,3.0,José L.
INT-01187,XFC-02142,2025-01-29,17:30,Email,Devolución de producto,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.9096,0.0438,0.0466,4,True,249,4.4,Pedro D.
INT-01188,XFC-02142,2023-12-08,13:24,Email,Retraso en delivery,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1438,0.7173,0.1389,1,True,213,2.5,Yolanda T.
INT-01189,XFC-02142,2023-12-31,08:56,Chat App,Reclamo de precio,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.1306,0.6309,0.2385,2,False,146,6.3,Carlos R.
INT-01190,XFC-02417,2024-12-27,15:45,Email,Retraso en delivery,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.123,0.5793,0.2977,2,False,59,6.2,Miguel A.
INT-01191,XFC-02417,2024-12-18,08:32,Email,Consulta sobre programa de lealtad,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.1499,0.2924,0.5577,3,True,20,6.0,Yolanda T.
INT-01192,XFC-06364,2024-10-05,14:02,WhatsApp,Problema con seguro/ARS,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7935,0.0597,0.1468,5,True,138,11.0,Carlos R.
INT-01193,XFC-06364,2024-08-14,19:23,WhatsApp,Queja de atención en sucursal,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.6309,0.0214,0.3477,5,True,24,9.2,Miguel A.
INT-01194,XFC-06364,2024-10-03,13:32,Llamada,Reclamo de precio,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2398,0.1743,0.5859,3,True,46,7.5,Luis F.
INT-01195,XFC-07436,2024-01-08,14:28,Chat App,Problema con app/web,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.8858,0.0437,0.0705,5,True,215,8.1,Ana M.
INT-01196,XFC-07436,2024-02-20,11:30,Llamada,Medicamento agotado,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6906,0.0621,0.2473,5,True,28,9.2,María P.
INT-01197,XFC-02133,2025-01-26,18:44,Llamada,Consulta sobre producto,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.3303,0.1524,0.5173,3,True,10,7.1,Ana M.
INT-01198,XFC-07492,2024-10-19,07:16,WhatsApp,Consulta de horarios,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.398,0.1606,0.4414,3,False,102,1.1,María P.
INT-01199,XFC-07492,2025-10-03,12:37,Llamada,Problema con seguro/ARS,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.6577,0.0763,0.266,5,True,10,10.5,Pedro D.
INT-01200,XFC-06180,2025-09-07,18:28,Llamada,Seguimiento de pedido,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.2969,0.1723,0.5308,3,False,120,9.9,Ana M.
INT-01201,XFC-06180,2025-03-05,17:56,Llamada,Reclamo de precio,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.1852,0.2931,0.5217,3,False,10,6.5,Carmen S.
INT-01202,XFC-03763,2024-08-24,15:16,Llamada,Retraso en delivery,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0904,0.568,0.3416,1,True,126,8.3,José L.
INT-01203,XFC-07846,2025-10-24,07:29,WhatsApp,Problema con seguro/ARS,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0576,0.6974,0.245,2,True,86,6.1,José L.
INT-01204,XFC-07846,2024-08-02,09:16,Email,Error en facturación,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0689,0.9285,0.0026,1,True,144,1.2,Rosa G.
INT-01205,XFC-07846,2025-12-01,07:54,WhatsApp,Consulta sobre programa de lealtad,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7827,0.0303,0.187,5,True,54,5.6,Yolanda T.
INT-01206,XFC-03175,2025-05-30,17:40,Llamada,Seguimiento de pedido,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.1836,0.2913,0.5251,3,True,10,7.0,José L.
INT-01207,XFC-07719,2025-04-15,19:43,Llamada,Problema con app/web,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.642,0.0467,0.3113,4,True,10,9.0,Pedro D.
INT-01208,XFC-07719,2023-11-16,17:02,Email,Seguimiento de pedido,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.733,0.0365,0.2305,5,True,243,2.6,Rosa G.
INT-01209,XFC-06845,2024-04-12,20:05,WhatsApp,Error en facturación,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0291,0.5985,0.3724,1,True,30,11.7,Carlos R.
INT-01210,XFC-06845,2024-05-24,12:04,Email,Solicitud de reabastecimiento,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.356,0.2313,0.4127,3,True,142,9.5,Miguel A.
INT-01211,XFC-06845,2024-12-31,13:12,Chat App,Devolución de producto,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6549,0.0233,0.3218,5,True,68,4.3,Pedro D.
INT-01212,XFC-07595,2024-01-22,20:49,WhatsApp,Medicamento agotado,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.0703,0.8116,0.1181,1,False,116,16.7,José L.
INT-01213,XFC-02250,2023-12-22,17:17,WhatsApp,Queja de atención en sucursal,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3331,0.1523,0.5146,3,True,43,8.0,Ana M.
INT-01214,XFC-02250,2024-03-17,08:12,Email,Reclamo de precio,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.4594,0.1395,0.4011,3,True,28,7.9,Ana M.
INT-01215,XFC-07551,2024-09-26,12:42,Llamada,Error en facturación,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.1044,0.938,-0.0424,1,False,15,4.2,Luis F.
INT-01216,XFC-07551,2024-08-06,16:27,Llamada,Error en facturación,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2877,0.1682,0.5441,3,True,18,9.6,Yolanda T.
INT-01217,XFC-07075,2025-10-16,13:46,Llamada,Consulta sobre programa de lealtad,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.2224,0.1501,0.6275,3,False,93,6.5,José L.
INT-01218,XFC-07075,2024-10-27,20:33,Llamada,Problema con seguro/ARS,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1078,0.9085,-0.0163,1,True,10,4.0,Rosa G.
INT-01219,XFC-07075,2025-06-02,10:25,WhatsApp,Reclamo de precio,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.1402,0.5856,0.2742,2,False,162,11.8,Carlos R.
INT-01220,XFC-07075,2025-01-27,11:16,Llamada,Error en facturación,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.5507,0.0497,0.3996,5,True,199,9.4,Carmen S.
